Iteration	expected_value	risk	lambda
1	13346.916	4350.449	0.240
2	12502.733	4483.942	0.240
3	12627.299	3892.118	0.240
4	11691.774	4578.572	0.240
5	11845.194	3936.374	0.240
6	12135.861	4019.930	0.240
7	12138.596	3929.305	0.240
8	12834.033	5210.102	0.240
9	12034.408	3915.789	0.240
10	11105.476	3572.960	0.240
11	11802.093	3525.118	0.240
12	11634.631	4097.528	0.240
13	12132.458	3587.874	0.240
14	12807.205	3635.242	0.240
15	10643.642	3562.922	0.240
16	11390.309	3724.287	0.240
17	10222.018	3482.245	0.240
18	11111.106	3479.658	0.240
19	9855.439	2667.978	0.240
20	10784.370	2942.270	0.240
21	10416.274	3465.318	0.240
22	11392.143	3206.835	0.240
23	10540.132	3839.649	0.240
24	11708.641	3424.667	0.240
25	11167.413	3678.447	0.240
26	11722.437	3694.752	0.240
27	12415.531	4158.480	0.240
28	11288.739	3527.633	0.240
29	12358.246	3869.963	0.240
30	11847.917	3719.546	0.240
31	12604.991	4933.943	0.240
32	12099.840	3903.447	0.240
33	11633.210	3597.386	0.240
34	12220.936	4012.043	0.240
35	11397.727	3804.463	0.240
36	12326.658	4066.935	0.240
37	13221.009	4893.251	0.240
38	11387.390	3517.627	0.240
39	12760.247	4617.119	0.240
40	11561.513	3043.375	0.240
41	12143.969	3654.415	0.240
42	11559.522	3039.522	0.240
43	12143.246	3673.192	0.240
44	12118.691	3244.447	0.240
45	11503.611	3604.378	0.240
46	11034.584	3078.572	0.240
47	10493.356	3378.702	0.240
48	11303.927	3167.826	0.240
49	10949.670	3716.389	0.240
1	14459.159	4235.963	0.260
2	13544.628	4365.943	0.260
3	13679.574	3789.694	0.260
4	12666.089	4458.083	0.260
5	12832.293	3832.786	0.260
6	13147.183	3914.142	0.260
7	13150.145	3825.903	0.260
8	13903.535	5072.995	0.260
9	13037.275	3812.742	0.260
10	12030.933	3478.935	0.260
11	12785.601	3432.352	0.260
12	12604.184	3989.698	0.260
13	13143.497	3493.457	0.260
14	13874.472	3539.578	0.260
