Iteration	expexted_value	risk	lambda
75	24457.745	1588.294	0.590
76	26060.147	1589.535	0.590
77	24220.654	1496.926	0.590
78	26504.278	1634.735	0.590
79	25823.688	1591.800	0.590
80	27564.446	1872.444	0.590
81	27232.204	1805.517	0.590
82	29057.228	2050.888	0.590
83	26768.852	1928.548	0.590
84	28038.874	1613.325	0.590
85	25998.537	1503.299	0.590
86	26580.259	1499.674	0.590
87	28083.066	1708.154	0.590
88	28412.319	1602.480	0.590
89	25607.465	1474.820	0.590
90	27432.274	1593.675	0.590
91	26166.645	1460.517	0.590
92	26732.673	1409.492	0.590
93	26183.441	1731.198	0.590
94	26954.345	1743.998	0.590
95	27299.583	1834.544	0.590
96	28709.361	1684.807	0.590
97	28042.133	1501.329	0.590
98	29062.488	1834.490	0.590
99	27217.517	1578.351	0.590
1	33367.290	2289.710	0.600
2	31256.833	2359.969	0.600
3	31568.248	2048.483	0.600
4	29229.436	2409.775	0.600
5	29612.984	2071.776	0.600
6	31413.962	2696.268	0.600
7	30346.489	2068.055	0.600
8	32085.082	2742.159	0.600
9	30086.020	2060.942	0.600
10	27763.691	1880.505	0.600
11	29505.233	1855.325	0.600
12	29086.578	2156.594	0.600
13	29355.631	1943.821	0.600
14	30806.535	1989.951	0.600
15	28961.094	1782.276	0.600
16	30848.430	1865.888	0.600
17	26139.455	1692.007	0.600
18	28461.784	1830.851	0.600
19	24389.064	1471.299	0.600
20	26091.120	1468.767	0.600
21	24230.972	1492.021	0.600
22	26001.084	1552.315	0.600
23	27260.420	2022.771	0.600
24	28647.814	1921.878	0.600
25	31447.521	2434.656	0.600
26	29151.969	1831.138	0.600
27	30891.323	2164.891	0.600
28	31774.531	2007.903	0.600
29	29694.205	1932.734	0.600
30	31720.632	1809.405	0.600
31	27374.174	1955.994	0.600
32	28259.818	1667.277	0.600
33	24956.912	1448.907	0.600
34	26567.909	1505.842	0.600
35	25968.808	1888.935	0.600
36	26863.459	1766.361	0.600
37	30021.196	2075.411	0.600
38	28889.466	1912.991	0.600
39	31900.617	2430.063	0.600
40	29393.972	1878.290	0.600
41	32604.465	2212.364	0.600
42	33211.164	2262.237	0.600
43	28937.330	1959.556	0.600
44	34416.957	2353.914	0.600
45	34737.739	2470.854	0.600
46	29401.846	1969.148	0.600
47	26284.844	1924.220	0.600
48	25687.766	1526.009	0.600
49	26936.417	2168.600	0.600
50	26379.621	2021.907	0.600
51	26795.818	2056.839	0.600
52	29026.210	2457.851	0.600
53	29201.639	2035.862	0.600
54	31266.398	2430.094	0.600
55	28332.045	1649.131	0.600
56	26994.361	1528.490	0.600
57	28488.908	1580.879	0.600
58	29035.273	1692.299	0.600
59	28230.931	2107.418	0.600
60	27158.675	1818.155	0.600
61	23521.238	1362.520	0.600
62	25417.601	1411.246	0.600
63	27031.327	1785.723	0.600
64	26196.514	1406.611	0.600
65	25524.069	1436.804	0.600
66	27289.871	1503.211	0.600
67	29066.459	1902.814	0.600
68	29168.728	2005.514	0.600
69	27207.701	2004.033	0.600
70	29530.031	2185.269	0.600
71	31657.675	2431.007	0.600
72	26486.593	1704.083	0.600
73	27889.061	2103.324	0.600
74	27038.811	1750.391	0.600
75	24872.283	1549.556	0.600
76	26501.845	1550.766	0.600
77	24631.174	1460.416	0.600
78	26953.503	1594.864	0.600
79	26261.378	1552.976	0.600
80	28031.640	1826.775	0.600
81	27693.767	1761.480	0.600
82	29549.724	2000.866	0.600
83	27222.561	1881.510	0.600
84	28514.109	1573.975	0.600
85	26439.190	1466.633	0.600
86	27030.771	1463.097	0.600
87	28559.050	1666.492	0.600
88	28893.884	1563.395	0.600
89	26041.490	1438.848	0.600
90	27897.228	1554.805	0.600
91	26610.148	1424.894	0.600
92	27185.770	1375.115	0.600
93	26627.228	1688.974	0.600
94	27411.198	1701.462	0.600
95	27762.288	1789.799	0.600
96	29195.960	1643.714	0.600
97	28517.424	1464.711	0.600
98	29555.073	1789.746	0.600
99	27678.831	1539.855	0.600
1	33923.412	2232.467	0.610
2	31777.781	2300.970	0.610
3	32094.386	1997.271	0.610
4	29716.593	2349.530	0.610
5	30106.534	2019.982	0.610
6	31937.528	2628.861	0.610
7	30852.264	2016.354	0.610
8	32619.833	2673.605	0.610
9	30587.454	2009.418	0.610
10	28226.419	1833.493	0.610
11	29996.987	1808.942	0.610
12	29571.354	2102.679	0.610
13	29844.891	1895.225	0.610
14	31319.978	1940.202	0.610
15	29443.779	1737.719	0.610
16	31362.570	1819.241	0.610
17	26575.112	1649.707	0.610
18	28936.147	1785.079	0.610
19	24795.549	1434.517	0.610
20	26525.972	1432.048	0.610
21	24634.822	1454.720	0.610
22	26434.435	1513.508	0.610
23	27714.760	1972.202	0.610
24	29125.278	1873.831	0.610
25	31971.646	2373.790	0.610
26	29637.835	1785.359	0.610
27	31406.178	2110.769	0.610
28	32304.106	1957.705	0.610
29	30189.108	1884.416	0.610
30	32249.309	1764.170	0.610
31	27830.410	1907.094	0.610
32	28730.815	1625.595	0.610
33	25372.860	1412.684	0.610
34	27010.707	1468.196	0.610
35	26401.621	1841.711	0.610
36	27311.183	1722.202	0.610
37	30521.549	2023.526	0.610
38	29370.957	1865.166	0.610
39	32432.294	2369.311	0.610
40	29883.872	1831.333	0.610
41	33147.872	2157.055	0.610
42	33764.684	2205.681	0.610
43	29419.619	1910.567	0.610
44	34990.573	2295.066	0.610
45	35316.701	2409.083	0.610
46	29891.877	1919.920	0.610
47	26722.925	1876.114	0.610
48	26115.896	1487.859	0.610
49	27385.357	2114.385	0.610
50	26819.281	1971.359	0.610
51	27242.415	2005.418	0.610
52	29509.980	2396.405	0.610
53	29688.332	1984.965	0.610
54	31787.505	2369.341	0.610
55	28804.246	1607.902	0.610
56	27444.267	1490.278	0.610
57	28963.723	1541.357	0.610
58	29519.194	1649.992	0.610
59	28701.446	2054.733	0.610
60	27611.319	1772.701	0.610
61	23913.259	1328.457	0.610
62	25841.228	1375.965	0.610
63	27481.849	1741.080	0.610
64	26633.123	1371.446	0.610
65	25949.471	1400.884	0.610
66	27744.702	1465.631	0.610
67	29550.900	1855.244	0.610
68	29654.874	1955.376	0.610
69	27661.163	1953.933	0.610
70	30022.198	2130.637	0.610
71	32185.303	2370.232	0.610
72	26928.036	1661.481	0.610
73	28353.878	2050.741	0.610
74	27489.458	1706.631	0.610
75	25286.821	1510.817	0.610
76	26943.542	1511.996	0.610
77	25041.693	1423.905	0.610
78	27402.728	1554.992	0.610
79	26699.067	1514.152	0.610
80	28498.834	1781.105	0.610
81	28155.329	1717.443	0.610
82	30042.219	1950.844	0.610
83	27676.270	1834.472	0.610
84	28989.344	1534.626	0.610
85	26879.843	1429.967	0.610
86	27481.284	1426.519	0.610
87	29035.034	1624.830	0.610
88	29375.448	1524.310	0.610
89	26475.515	1402.877	0.610
90	28362.182	1515.935	0.610
91	27053.650	1389.272	0.610
92	27638.866	1340.737	0.610
93	27071.015	1646.749	0.610
94	27868.051	1658.925	0.610
95	28224.992	1745.054	0.610
96	29682.560	1602.621	0.610
97	28992.714	1428.093	0.610
98	30047.657	1745.002	0.610
99	28140.145	1501.358	0.610
1	34479.533	2175.224	0.620
2	32298.728	2241.971	0.620
3	32620.523	1946.059	0.620
4	30203.750	2289.286	0.620
5	30600.083	1968.187	0.620
6	32461.094	2561.454	0.620
7	31358.039	1964.653	0.620
8	33154.584	2605.051	0.620
9	31088.888	1957.894	0.620
10	28689.147	1786.480	0.620
11	30488.740	1762.559	0.620
12	30056.130	2048.764	0.620
13	30334.152	1846.630	0.620
14	31833.420	1890.453	0.620
15	29926.464	1693.162	0.620
16	31876.711	1772.593	0.620
17	27010.770	1607.407	0.620
18	29410.510	1739.308	0.620
19	25202.033	1397.734	0.620
20	26960.824	1395.329	0.620
21	25038.672	1417.420	0.620
22	26867.787	1474.700	0.620
23	28169.101	1921.633	0.620
24	29602.741	1825.784	0.620
25	32495.772	2312.923	0.620
26	30123.701	1739.581	0.620
27	31921.033	2056.647	0.620
28	32833.682	1907.508	0.620
29	30684.012	1836.097	0.620
30	32777.987	1718.935	0.620
31	28286.646	1858.194	0.620
32	29201.812	1583.913	0.620
33	25788.809	1376.461	0.620
34	27453.506	1430.550	0.620
35	26834.435	1794.488	0.620
36	27758.908	1678.043	0.620
37	31021.903	1971.640	0.620
38	29852.448	1817.342	0.620
39	32963.971	2308.559	0.620
40	30373.771	1784.376	0.620
41	33691.280	2101.746	0.620
42	34318.203	2149.125	0.620
43	29901.907	1861.578	0.620
44	35564.189	2236.219	0.620
45	35895.663	2347.311	0.620
46	30381.908	1870.691	0.620
47	27161.006	1828.009	0.620
48	26544.025	1449.708	0.620
49	27834.297	2060.170	0.620
50	27258.941	1920.811	0.620
51	27689.012	1953.997	0.620
52	29993.750	2334.959	0.620
53	30175.026	1934.068	0.620
54	32308.612	2308.589	0.620
55	29276.446	1566.674	0.620
56	27894.173	1452.065	0.620
57	29438.538	1501.835	0.620
58	30003.115	1607.684	0.620
59	29171.962	2002.047	0.620
60	28063.964	1727.247	0.620
61	24305.279	1294.394	0.620
62	26264.854	1340.684	0.620
63	27932.371	1696.437	0.620
64	27069.731	1336.280	0.620
65	26374.872	1364.964	0.620
66	28199.533	1428.050	0.620
67	30035.341	1807.673	0.620
68	30141.019	1905.238	0.620
69	28114.625	1903.832	0.620
70	30514.365	2076.006	0.620
71	32712.931	2309.457	0.620
72	27369.480	1618.879	0.620
73	28818.696	1998.158	0.620
74	27940.104	1662.871	0.620
75	25701.359	1472.078	0.620
76	27385.239	1473.227	0.620
77	25452.213	1387.395	0.620
78	27851.953	1515.120	0.620
79	27136.757	1475.327	0.620
80	28966.028	1735.436	0.620
81	28616.892	1673.406	0.620
82	30534.715	1900.823	0.620
83	28129.980	1787.434	0.620
84	29464.579	1495.277	0.620
85	27320.497	1393.301	0.620
86	27931.797	1389.942	0.620
87	29511.018	1583.167	0.620
88	29857.013	1485.225	0.620
89	26909.540	1366.906	0.620
90	28827.135	1477.065	0.620
91	27497.153	1353.649	0.620
92	28091.962	1306.359	0.620
93	27514.802	1604.525	0.620
94	28324.905	1616.389	0.620
95	28687.697	1700.309	0.620
96	30169.159	1561.528	0.620
97	29468.005	1391.476	0.620
98	30540.242	1700.259	0.620
99	28601.459	1462.862	0.620
1	35035.655	2117.982	0.630
2	32819.675	2182.972	0.630
3	33146.661	1894.847	0.630
4	30690.907	2229.042	0.630
5	31093.633	1916.393	0.630
6	32984.660	2494.048	0.630
7	31863.814	1912.951	0.630
8	33689.336	2536.497	0.630
9	31590.321	1906.371	0.630
10	29151.876	1739.468	0.630
11	30980.494	1716.176	0.630
12	30540.907	1994.849	0.630
13	30823.412	1798.034	0.630
14	32346.862	1840.704	0.630
15	30409.149	1648.605	0.630
16	32390.851	1725.946	0.630
17	27446.428	1565.107	0.630
18	29884.873	1693.537	0.630
19	25608.517	1360.952	0.630
20	27395.676	1358.609	0.630
21	25442.521	1380.119	0.630
22	27301.138	1435.892	0.630
23	28623.441	1871.064	0.630
24	30080.205	1777.737	0.630
25	33019.897	2252.057	0.630
26	30609.567	1693.803	0.630
27	32435.889	2002.524	0.630
28	33363.257	1857.310	0.630
29	31178.915	1787.779	0.630
30	33306.664	1673.699	0.630
31	28742.883	1809.295	0.630
32	29672.809	1542.231	0.630
33	26204.757	1340.239	0.630
34	27896.304	1392.904	0.630
35	27267.248	1747.265	0.630
36	28206.632	1633.884	0.630
37	31522.256	1919.755	0.630
38	30333.939	1769.517	0.630
39	33495.648	2247.808	0.630
40	30863.671	1737.418	0.630
41	34234.688	2046.436	0.630
42	34871.723	2092.570	0.630
43	30384.196	1812.589	0.630
44	36137.804	2177.371	0.630
45	36474.626	2285.540	0.630
46	30871.939	1821.462	0.630
47	27599.087	1779.903	0.630
48	26972.154	1411.558	0.630
49	28283.237	2005.955	0.630
50	27698.602	1870.264	0.630
51	28135.609	1902.576	0.630
52	30477.521	2273.513	0.630
53	30661.720	1883.172	0.630
54	32829.718	2247.837	0.630
55	29748.647	1525.446	0.630
56	28344.079	1413.853	0.630
57	29913.354	1462.313	0.630
58	30487.036	1565.377	0.630
59	29642.477	1949.362	0.630
60	28516.608	1681.794	0.630
61	24697.300	1260.331	0.630
62	26688.481	1305.403	0.630
63	28382.894	1651.794	0.630
64	27506.340	1301.115	0.630
65	26800.273	1329.044	0.630
66	28654.364	1390.470	0.630
67	30519.782	1760.103	0.630
68	30627.165	1855.101	0.630
69	28568.087	1853.731	0.630
70	31006.532	2021.374	0.630
71	33240.559	2248.682	0.630
72	27810.923	1576.277	0.630
73	29283.514	1945.575	0.630
74	28390.751	1619.111	0.630
75	26115.897	1433.339	0.630
76	27826.937	1434.458	0.630
77	25862.732	1350.885	0.630
78	28301.178	1475.249	0.630
79	27574.447	1436.503	0.630
80	29433.222	1689.767	0.630
81	29078.455	1629.369	0.630
82	31027.210	1850.801	0.630
83	28583.689	1740.397	0.630
84	29939.814	1455.927	0.630
85	27761.150	1356.635	0.630
86	28382.310	1353.364	0.630
87	29987.002	1541.505	0.630
88	30338.578	1446.141	0.630
89	27343.564	1330.935	0.630
90	29292.089	1438.195	0.630
91	27940.655	1318.027	0.630
92	28545.058	1271.981	0.630
93	27958.590	1562.301	0.630
94	28781.758	1573.852	0.630
95	29150.402	1655.564	0.630
96	30655.758	1520.436	0.630
97	29943.295	1354.858	0.630
98	31032.826	1655.515	0.630
99	29062.773	1424.366	0.630
1	35591.776	2060.739	0.640
2	33340.622	2123.972	0.640
3	33672.798	1843.635	0.640
4	31178.065	2168.797	0.640
5	31587.183	1864.598	0.640
6	33508.226	2426.641	0.640
7	32369.588	1861.250	0.640
8	34224.087	2467.943	0.640
9	32091.755	1854.847	0.640
10	29614.604	1692.455	0.640
11	31472.248	1669.793	0.640
12	31025.683	1940.934	0.640
13	31312.673	1749.438	0.640
14	32860.304	1790.956	0.640
15	30891.834	1604.048	0.640
16	32904.992	1679.299	0.640
17	27882.085	1522.806	0.640
18	30359.236	1647.765	0.640
19	26015.002	1324.169	0.640
20	27830.528	1321.890	0.640
21	25846.371	1342.819	0.640
22	27734.490	1397.084	0.640
23	29077.781	1820.494	0.640
24	30557.669	1729.690	0.640
25	33544.022	2191.190	0.640
26	31095.433	1648.024	0.640
27	32950.744	1948.402	0.640
28	33892.833	1807.113	0.640
29	31673.818	1739.461	0.640
30	33835.341	1628.464	0.640
31	29199.119	1760.395	0.640
32	30143.806	1500.549	0.640
33	26620.706	1304.016	0.640
34	28339.103	1355.258	0.640
35	27700.062	1700.041	0.640
36	28654.356	1589.725	0.640
37	32022.609	1867.870	0.640
38	30815.430	1721.692	0.640
39	34027.325	2187.056	0.640
40	31353.570	1690.461	0.640
41	34778.096	1991.127	0.640
42	35425.242	2036.014	0.640
43	30866.485	1763.600	0.640
44	36711.420	2118.523	0.640
45	37053.588	2223.769	0.640
46	31361.969	1772.233	0.640
47	28037.167	1731.798	0.640
48	27400.284	1373.408	0.640
49	28732.178	1951.740	0.640
50	28138.262	1819.716	0.640
51	28582.206	1851.155	0.640
52	30961.291	2212.066	0.640
53	31148.414	1832.275	0.640
54	33350.825	2187.084	0.640
55	30220.848	1484.218	0.640
56	28793.985	1375.641	0.640
57	30388.169	1422.791	0.640
58	30970.957	1523.069	0.640
59	30112.993	1896.676	0.640
60	28969.253	1636.340	0.640
61	25089.321	1226.268	0.640
62	27112.108	1270.122	0.640
63	28833.416	1607.151	0.640
64	27942.948	1265.950	0.640
65	27225.674	1293.124	0.640
66	29109.195	1352.890	0.640
67	31004.223	1712.533	0.640
68	31113.310	1804.963	0.640
69	29021.548	1803.630	0.640
70	31498.699	1966.742	0.640
71	33768.186	2187.906	0.640
72	28252.366	1533.675	0.640
73	29748.331	1892.991	0.640
74	28841.398	1575.352	0.640
75	26530.435	1394.600	0.640
76	28268.634	1395.689	0.640
77	26273.252	1314.374	0.640
78	28750.403	1435.377	0.640
79	28012.136	1397.678	0.640
80	29900.416	1644.097	0.640
81	29540.018	1585.332	0.640
82	31519.705	1800.779	0.640
83	29037.399	1693.359	0.640
84	30415.049	1416.578	0.640
85	28201.803	1319.970	0.640
86	28832.823	1316.787	0.640
87	30462.987	1499.843	0.640
88	30820.142	1407.056	0.640
89	27777.589	1294.963	0.640
90	29757.043	1399.325	0.640
91	28384.158	1282.405	0.640
92	28998.154	1237.603	0.640
93	28402.377	1520.076	0.640
94	29238.611	1531.316	0.640
95	29613.107	1610.819	0.640
96	31142.358	1479.343	0.640
97	30418.585	1318.240	0.640
98	31525.411	1610.771	0.640
99	29524.087	1385.869	0.640
1	36147.898	2003.496	0.650
2	33861.570	2064.973	0.650
3	34198.936	1792.423	0.650
4	31665.222	2108.553	0.650
5	32080.733	1812.804	0.650
6	34031.792	2359.234	0.650
7	32875.363	1809.549	0.650
8	34758.839	2399.389	0.650
9	32593.189	1803.324	0.650
10	30077.332	1645.442	0.650
11	31964.002	1623.410	0.650
12	31510.459	1887.020	0.650
13	31801.933	1700.843	0.650
14	33373.747	1741.207	0.650
15	31374.519	1559.491	0.650
16	33419.132	1632.652	0.650
17	28317.743	1480.506	0.650
18	30833.599	1601.994	0.650
19	26421.486	1287.387	0.650
20	28265.380	1285.171	0.650
21	26250.220	1305.518	0.650
22	28167.841	1358.276	0.650
23	29532.122	1769.925	0.650
24	31035.132	1681.643	0.650
25	34068.148	2130.324	0.650
26	31581.299	1602.246	0.650
27	33465.600	1894.280	0.650
28	34422.408	1756.915	0.650
29	32168.722	1691.142	0.650
30	34364.018	1583.229	0.650
31	29655.355	1711.495	0.650
32	30614.803	1458.867	0.650
33	27036.654	1267.793	0.650
34	28781.901	1317.612	0.650
35	28132.875	1652.818	0.650
36	29102.081	1545.566	0.650
37	32522.963	1815.985	0.650
38	31296.922	1673.867	0.650
39	34559.001	2126.305	0.650
40	31843.470	1643.504	0.650
41	35321.503	1935.818	0.650
42	35978.762	1979.458	0.650
43	31348.774	1714.611	0.650
44	37285.036	2059.675	0.650
45	37632.550	2161.997	0.650
46	31852.000	1723.005	0.650
47	28475.248	1683.692	0.650
48	27828.413	1335.258	0.650
49	29181.118	1897.525	0.650
50	28577.922	1769.168	0.650
51	29028.803	1799.734	0.650
52	31445.061	2150.620	0.650
53	31635.108	1781.379	0.650
54	33871.931	2126.332	0.650
55	30693.049	1442.989	0.650
56	29243.891	1337.429	0.650
57	30862.984	1383.269	0.650
58	31454.879	1480.762	0.650
59	30583.508	1843.991	0.650
60	29421.898	1590.886	0.650
61	25481.341	1192.205	0.650
62	27535.734	1234.841	0.650
63	29283.938	1562.508	0.650
64	28379.557	1230.785	0.650
65	27651.075	1257.203	0.650
66	29564.027	1315.310	0.650
67	31488.664	1664.962	0.650
68	31599.456	1754.825	0.650
69	29475.010	1753.529	0.650
70	31990.867	1912.111	0.650
71	34295.814	2127.131	0.650
72	28693.809	1491.073	0.650
73	30213.149	1840.408	0.650
74	29292.045	1531.592	0.650
75	26944.973	1355.861	0.650
76	28710.332	1356.920	0.650
77	26683.772	1277.864	0.650
78	29199.628	1395.506	0.650
79	28449.826	1358.854	0.650
80	30367.610	1598.428	0.650
81	30001.580	1541.295	0.650
82	32012.201	1750.758	0.650
83	29491.108	1646.321	0.650
84	30890.285	1377.229	0.650
85	28642.456	1283.304	0.650
86	29283.336	1280.210	0.650
87	30938.971	1458.180	0.650
88	31301.707	1367.971	0.650
89	28211.614	1258.992	0.650
90	30221.997	1360.455	0.650
91	28827.660	1246.782	0.650
92	29451.250	1203.225	0.650
93	28846.164	1477.852	0.650
94	29695.465	1488.779	0.650
95	30075.812	1566.074	0.650
96	31628.957	1438.250	0.650
97	30893.876	1281.622	0.650
98	32017.996	1566.028	0.650
99	29985.401	1347.373	0.650
1	36704.019	1946.253	0.660
2	34382.517	2005.974	0.660
3	34725.073	1741.211	0.660
4	32152.379	2048.309	0.660
5	32574.282	1761.010	0.660
6	34555.358	2291.828	0.660
7	33381.138	1757.847	0.660
8	35293.590	2330.835	0.660
9	33094.622	1751.800	0.660
10	30540.060	1598.430	0.660
11	32455.756	1577.027	0.660
12	31995.236	1833.105	0.660
13	32291.194	1652.247	0.660
14	33887.189	1691.458	0.660
15	31857.204	1514.934	0.660
16	33933.273	1586.005	0.660
17	28753.400	1438.206	0.660
18	31307.963	1556.223	0.660
19	26827.971	1250.604	0.660
20	28700.232	1248.452	0.660
21	26654.070	1268.218	0.660
22	28601.192	1319.468	0.660
23	29986.462	1719.356	0.660
24	31512.596	1633.596	0.660
25	34592.273	2069.458	0.660
26	32067.165	1556.467	0.660
27	33980.455	1840.158	0.660
28	34951.984	1706.717	0.660
29	32663.625	1642.824	0.660
30	34892.695	1537.994	0.660
31	30111.591	1662.595	0.660
32	31085.799	1417.185	0.660
33	27452.603	1231.571	0.660
34	29224.700	1279.966	0.660
35	28565.689	1605.595	0.660
36	29549.805	1501.407	0.660
37	33023.316	1764.099	0.660
38	31778.413	1626.042	0.660
39	35090.678	2065.553	0.660
40	32333.369	1596.547	0.660
41	35864.911	1880.509	0.660
42	36532.281	1922.902	0.660
43	31831.063	1665.622	0.660
44	37858.652	2000.827	0.660
45	38211.512	2100.226	0.660
46	32342.031	1673.776	0.660
47	28913.329	1635.587	0.660
48	28256.543	1297.108	0.660
49	29630.058	1843.310	0.660
50	29017.583	1718.621	0.660
51	29475.400	1748.313	0.660
52	31928.831	2089.174	0.660
53	32121.802	1730.482	0.660
54	34393.038	2065.579	0.660
55	31165.249	1401.761	0.660
56	29693.797	1299.216	0.660
57	31337.799	1343.747	0.660
58	31938.800	1438.454	0.660
59	31054.024	1791.305	0.660
60	29874.542	1545.432	0.660
61	25873.362	1158.142	0.660
62	27959.361	1199.559	0.660
63	29734.460	1517.865	0.660
64	28816.165	1195.619	0.660
65	28076.476	1221.283	0.660
66	30018.858	1277.729	0.660
67	31973.105	1617.392	0.660
68	32085.601	1704.687	0.660
69	29928.472	1703.428	0.660
70	32483.034	1857.479	0.660
71	34823.442	2066.356	0.660
72	29135.252	1448.470	0.660
73	30677.967	1787.825	0.660
74	29742.692	1487.832	0.660
75	27359.511	1317.122	0.660
76	29152.029	1318.151	0.660
77	27094.291	1241.353	0.660
78	29648.853	1355.634	0.660
79	28887.516	1320.030	0.660
80	30834.804	1552.759	0.660
81	30463.143	1497.258	0.660
82	32504.696	1700.736	0.660
83	29944.817	1599.283	0.660
84	31365.520	1337.879	0.660
85	29083.109	1246.638	0.660
86	29733.849	1243.632	0.660
87	31414.955	1416.518	0.660
88	31783.272	1328.886	0.660
89	28645.639	1223.021	0.660
90	30686.951	1321.584	0.660
91	29271.163	1211.160	0.660
92	29904.347	1168.847	0.660
93	29289.951	1435.628	0.660
94	30152.318	1446.243	0.660
95	30538.516	1521.329	0.660
96	32115.556	1397.157	0.660
97	31369.166	1245.005	0.660
98	32510.580	1521.284	0.660
99	30446.714	1308.877	0.660
1	37260.141	1889.011	0.670
2	34903.464	1946.975	0.670
3	35251.211	1689.999	0.670
4	32639.537	1988.064	0.670
5	33067.832	1709.215	0.670
6	35078.924	2224.421	0.670
7	33886.913	1706.146	0.670
8	35828.341	2262.281	0.670
9	33596.056	1700.277	0.670
10	31002.788	1551.417	0.670
11	32947.510	1530.643	0.670
12	32480.012	1779.190	0.670
13	32780.454	1603.652	0.670
14	34400.631	1641.709	0.670
15	32339.889	1470.378	0.670
16	34447.413	1539.357	0.670
17	29189.058	1395.906	0.670
18	31782.326	1510.452	0.670
19	27234.455	1213.822	0.670
20	29135.084	1211.733	0.670
21	27057.919	1230.917	0.670
22	29034.544	1280.660	0.670
