Iteration	expexted_value	risk	lambda
93	22189.357	2111.217	0.500
94	22842.665	2126.827	0.500
95	23135.240	2237.249	0.500
96	24329.967	2054.643	0.500
97	23764.520	1830.889	0.500
98	24629.227	2237.183	0.500
99	23065.693	1924.819	0.500
1	28362.197	2804.895	0.510
2	26568.308	2890.962	0.510
3	26833.011	2509.392	0.510
4	24845.020	2951.974	0.510
5	25171.036	2537.926	0.510
6	26701.868	3302.928	0.510
7	25794.516	2533.368	0.510
8	27272.319	3359.145	0.510
9	25573.117	2524.653	0.510
10	23599.137	2303.619	0.510
11	25079.448	2272.774	0.510
12	24723.591	2641.827	0.510
13	24952.286	2381.180	0.510
14	26185.555	2437.690	0.510
15	24616.930	2183.288	0.510
16	26221.165	2285.713	0.510
17	22218.537	2072.709	0.510
18	24192.517	2242.792	0.510
19	20730.705	1802.341	0.510
20	22177.452	1799.240	0.510
21	20596.327	1827.726	0.510
22	22100.921	1901.586	0.510
23	23171.357	2477.895	0.510
24	24350.642	2354.300	0.510
25	26730.393	2982.454	0.510
26	24779.173	2243.144	0.510
27	26257.624	2651.992	0.510
28	27008.351	2459.681	0.510
29	25240.074	2367.599	0.510
30	26962.537	2216.521	0.510
31	23268.048	2396.093	0.510
32	24020.845	2042.414	0.510
33	21213.375	1774.911	0.510
34	22582.723	1844.657	0.510
35	22073.487	2313.945	0.510
36	22833.940	2163.793	0.510
37	25518.017	2542.379	0.510
38	24556.046	2343.414	0.510
39	27115.524	2976.827	0.510
40	24984.876	2300.905	0.510
41	27713.795	2710.146	0.510
42	28229.490	2771.241	0.510
43	24596.730	2400.456	0.510
44	29254.413	2883.545	0.510
45	29527.078	3026.796	0.510
46	24991.569	2412.207	0.510
47	22342.118	2357.169	0.510
48	21834.601	1869.361	0.510
49	22895.954	2656.536	0.510
50	22422.678	2476.836	0.510
51	22776.445	2519.627	0.510
52	24672.279	3010.868	0.510
53	24821.393	2493.930	0.510
54	26576.439	2976.865	0.510
55	24082.238	2020.185	0.510
56	22945.207	1872.400	0.510
57	24215.572	1936.576	0.510
58	24679.982	2073.066	0.510
59	23996.291	2581.587	0.510
60	23084.873	2227.240	0.510
61	19993.052	1669.086	0.510
62	21604.961	1728.777	0.510
63	22976.628	2187.511	0.510
64	22267.037	1723.098	0.510
65	21695.459	1760.085	0.510
66	23196.390	1841.433	0.510
67	24706.490	2330.947	0.510
68	24793.419	2456.755	0.510
69	23126.546	2454.941	0.510
70	25100.526	2676.955	0.510
71	26909.024	2977.984	0.510
72	22513.604	2087.502	0.510
73	23705.701	2576.572	0.510
74	22982.989	2144.229	0.510
75	21141.440	1898.206	0.510
76	22526.568	1899.688	0.510
77	20936.498	1789.009	0.510
78	22910.478	1953.708	0.510
79	22322.171	1902.396	0.510
80	23826.894	2237.799	0.510
81	23539.702	2157.813	0.510
82	25117.265	2451.061	0.510
83	23139.177	2304.850	0.510
84	24236.992	1928.120	0.510
85	22473.312	1796.625	0.510
86	22976.156	1792.294	0.510
87	24275.192	2041.453	0.510
88	24559.801	1915.159	0.510
89	22135.266	1762.589	0.510
90	23712.644	1904.636	0.510
91	22618.626	1745.495	0.510
92	23107.904	1684.515	0.510
93	22633.144	2068.993	0.510
94	23299.518	2084.291	0.510
95	23597.944	2192.504	0.510
96	24816.566	2013.550	0.510
97	24239.810	1794.271	0.510
98	25121.812	2192.439	0.510
99	23527.007	1886.322	0.510
1	28918.318	2747.652	0.520
2	27089.256	2831.963	0.520
3	27359.149	2458.180	0.520
4	25332.178	2891.730	0.520
5	25664.586	2486.131	0.520
6	27225.434	3235.521	0.520
7	26300.291	2481.667	0.520
8	27807.071	3290.591	0.520
9	26074.551	2473.130	0.520
10	24061.866	2256.607	0.520
11	25571.202	2226.390	0.520
12	25208.367	2587.913	0.520
13	25441.546	2332.585	0.520
14	26698.997	2387.941	0.520
15	25099.615	2138.731	0.520
16	26735.306	2239.065	0.520
17	22654.194	2030.408	0.520
18	24666.880	2197.021	0.520
19	21137.189	1765.559	0.520
20	22612.304	1762.520	0.520
21	21000.176	1790.425	0.520
22	22534.273	1862.778	0.520
23	23625.697	2427.326	0.520
24	24828.106	2306.253	0.520
25	27254.518	2921.587	0.520
26	25265.039	2197.365	0.520
27	26772.480	2597.869	0.520
28	27537.927	2409.483	0.520
29	25734.977	2319.281	0.520
30	27491.215	2171.286	0.520
31	23724.284	2347.193	0.520
32	24491.842	2000.732	0.520
33	21629.323	1738.688	0.520
34	23025.521	1807.011	0.520
35	22506.300	2266.722	0.520
36	23281.665	2119.633	0.520
37	26018.370	2490.493	0.520
38	25037.537	2295.589	0.520
39	27647.201	2916.075	0.520
40	25474.776	2253.948	0.520
41	28257.203	2654.837	0.520
42	28783.009	2714.685	0.520
43	25079.019	2351.467	0.520
44	29828.029	2824.697	0.520
45	30106.040	2965.025	0.520
46	25481.600	2362.978	0.520
47	22780.198	2309.064	0.520
48	22262.731	1831.211	0.520
49	23344.894	2602.321	0.520
50	22862.338	2426.288	0.520
51	23223.042	2468.206	0.520
52	25156.049	2949.422	0.520
53	25308.087	2443.034	0.520
54	27097.545	2916.112	0.520
55	24554.439	1978.957	0.520
56	23395.113	1834.188	0.520
57	24690.387	1897.054	0.520
58	25163.903	2030.759	0.520
59	24466.806	2528.902	0.520
60	23537.518	2181.786	0.520
61	20385.073	1635.023	0.520
62	22028.587	1693.496	0.520
63	23427.150	2142.868	0.520
64	22703.645	1687.933	0.520
65	22120.860	1724.165	0.520
66	23651.221	1803.853	0.520
67	25190.931	2283.377	0.520
68	25279.565	2406.617	0.520
69	23580.008	2404.840	0.520
70	25592.693	2622.323	0.520
71	27436.652	2917.208	0.520
72	22955.047	2044.900	0.520
73	24170.519	2523.989	0.520
74	23433.636	2100.469	0.520
75	21555.978	1859.467	0.520
76	22968.265	1860.919	0.520
77	21347.017	1752.499	0.520
78	23359.703	1913.836	0.520
79	22759.861	1863.571	0.520
80	24294.088	2192.130	0.520
81	24001.264	2113.776	0.520
82	25609.761	2401.039	0.520
83	23592.886	2257.812	0.520
84	24712.228	1888.771	0.520
85	22913.965	1759.960	0.520
86	23426.669	1755.716	0.520
87	24751.177	1999.790	0.520
88	25041.366	1876.074	0.520
89	22569.291	1726.618	0.520
90	24177.597	1865.766	0.520
91	23062.128	1709.873	0.520
92	23561.000	1650.137	0.520
93	23076.931	2026.769	0.520
94	23756.372	2041.754	0.520
95	24060.649	2147.759	0.520
96	25303.166	1972.457	0.520
97	24715.101	1757.653	0.520
98	25614.396	2147.695	0.520
99	23988.320	1847.826	0.520
1	29474.440	2690.409	0.530
2	27610.203	2772.964	0.530
3	27885.286	2406.968	0.530
4	25819.335	2831.485	0.530
5	26158.136	2434.337	0.530
6	27749.000	3168.115	0.530
7	26806.065	2429.965	0.530
8	28341.822	3222.037	0.530
9	26575.985	2421.606	0.530
10	24524.594	2209.594	0.530
11	26062.956	2180.007	0.530
12	25693.144	2533.998	0.530
13	25930.807	2283.989	0.530
14	27212.439	2338.192	0.530
15	25582.300	2094.174	0.530
16	27249.446	2192.418	0.530
17	23089.852	1988.108	0.530
18	25141.243	2151.249	0.530
19	21543.673	1728.776	0.530
20	23047.156	1725.801	0.530
21	21404.026	1753.125	0.530
22	22967.624	1823.971	0.530
23	24080.038	2376.756	0.530
24	25305.569	2258.206	0.530
25	27778.644	2860.721	0.530
26	25750.906	2151.587	0.530
27	27287.335	2543.747	0.530
28	28067.502	2359.286	0.530
29	26229.881	2270.963	0.530
30	28019.892	2126.051	0.530
31	24180.520	2298.293	0.530
32	24962.839	1959.050	0.530
33	22045.272	1702.465	0.530
34	23468.320	1769.365	0.530
35	22939.114	2219.498	0.530
36	23729.389	2075.474	0.530
37	26518.723	2438.608	0.530
38	25519.028	2247.765	0.530
39	28178.878	2855.324	0.530
40	25964.675	2206.991	0.530
41	28800.611	2599.527	0.530
42	29336.529	2658.129	0.530
43	25561.308	2302.478	0.530
44	30401.645	2765.849	0.530
45	30685.002	2903.254	0.530
46	25971.631	2313.749	0.530
47	23218.279	2260.958	0.530
48	22690.860	1793.060	0.530
49	23793.835	2548.106	0.530
50	23301.998	2375.740	0.530
51	23669.639	2416.785	0.530
52	25639.819	2887.975	0.530
53	25794.781	2392.137	0.530
54	27618.652	2855.360	0.530
55	25026.640	1937.729	0.530
56	23845.019	1795.976	0.530
57	25165.202	1857.532	0.530
58	25647.824	1988.451	0.530
59	24937.322	2476.216	0.530
60	23990.163	2136.332	0.530
61	20777.094	1600.961	0.530
62	22452.214	1658.215	0.530
63	23877.672	2098.225	0.530
64	23140.254	1652.768	0.530
65	22546.261	1688.245	0.530
66	24106.052	1766.273	0.530
67	25675.372	2235.807	0.530
68	25765.710	2356.479	0.530
69	24033.470	2354.739	0.530
70	26084.860	2567.691	0.530
71	27964.279	2856.433	0.530
72	23396.491	2002.297	0.530
73	24635.337	2471.406	0.530
74	23884.283	2056.709	0.530
75	21970.516	1820.728	0.530
76	23409.963	1822.150	0.530
77	21757.537	1715.988	0.530
78	23808.928	1873.965	0.530
79	23197.550	1824.747	0.530
80	24761.282	2146.460	0.530
81	24462.827	2069.739	0.530
82	26102.256	2351.018	0.530
83	24046.596	2210.774	0.530
84	25187.463	1849.421	0.530
85	23354.618	1723.294	0.530
86	23877.181	1719.139	0.530
87	25227.161	1958.128	0.530
88	25522.930	1836.989	0.530
89	23003.316	1690.647	0.530
90	24642.551	1826.896	0.530
91	23505.631	1674.251	0.530
92	24014.096	1615.760	0.530
93	23520.718	1984.544	0.530
94	24213.225	1999.218	0.530
95	24523.354	2103.014	0.530
96	25789.765	1931.364	0.530
97	25190.391	1721.036	0.530
98	26106.981	2102.952	0.530
99	24449.634	1809.329	0.530
1	30030.561	2633.166	0.540
2	28131.150	2713.965	0.540
3	28411.424	2355.756	0.540
4	26306.492	2771.241	0.540
5	26651.686	2382.542	0.540
6	28272.566	3100.708	0.540
7	27311.840	2378.264	0.540
8	28876.574	3153.483	0.540
9	27077.418	2370.083	0.540
10	24987.322	2162.581	0.540
11	26554.709	2133.624	0.540
12	26177.920	2480.083	0.540
13	26420.068	2235.394	0.540
14	27725.882	2288.443	0.540
15	26064.985	2049.617	0.540
16	27763.587	2145.771	0.540
17	23525.509	1945.808	0.540
18	25615.606	2105.478	0.540
19	21950.158	1691.994	0.540
20	23482.008	1689.082	0.540
21	21807.875	1715.824	0.540
22	23400.976	1785.163	0.540
23	24534.378	2326.187	0.540
24	25783.033	2210.159	0.540
25	28302.769	2799.854	0.540
26	26236.772	2105.809	0.540
27	27802.190	2489.625	0.540
28	28597.078	2309.088	0.540
29	26724.784	2222.644	0.540
30	28548.569	2080.816	0.540
31	24636.756	2249.393	0.540
32	25433.836	1917.368	0.540
33	22461.221	1666.243	0.540
34	23911.118	1731.719	0.540
35	23371.927	2172.275	0.540
36	24177.113	2031.315	0.540
37	27019.077	2386.723	0.540
38	26000.519	2199.940	0.540
39	28710.555	2794.572	0.540
40	26454.575	2160.034	0.540
41	29344.018	2544.218	0.540
42	29890.048	2601.573	0.540
43	26043.597	2253.489	0.540
44	30975.261	2707.001	0.540
45	31263.965	2841.482	0.540
46	26461.662	2264.520	0.540
47	23656.360	2212.853	0.540
48	23118.990	1754.910	0.540
49	24242.775	2493.891	0.540
50	23741.659	2325.193	0.540
51	24116.236	2365.364	0.540
52	26123.589	2826.529	0.540
53	26281.475	2341.241	0.540
54	28139.758	2794.608	0.540
55	25498.840	1896.500	0.540
56	24294.925	1757.763	0.540
57	25640.017	1818.010	0.540
58	26131.745	1946.144	0.540
59	25407.838	2423.531	0.540
60	24442.807	2090.879	0.540
61	21169.114	1566.898	0.540
62	22875.841	1622.933	0.540
63	24328.195	2053.582	0.540
64	23576.863	1617.603	0.540
65	22971.663	1652.324	0.540
66	24560.884	1728.693	0.540
67	26159.813	2188.236	0.540
68	26251.856	2306.341	0.540
69	24486.931	2304.638	0.540
70	26577.028	2513.060	0.540
71	28491.907	2795.658	0.540
72	23837.934	1959.695	0.540
73	25100.154	2418.822	0.540
74	24334.930	2012.949	0.540
75	22385.054	1781.989	0.540
76	23851.660	1783.380	0.540
77	22168.056	1679.478	0.540
78	24258.153	1834.093	0.540
79	23635.240	1785.922	0.540
80	25228.476	2100.791	0.540
81	24924.390	2025.702	0.540
82	26594.751	2300.996	0.540
83	24500.305	2163.736	0.540
84	25662.698	1810.072	0.540
85	23795.271	1686.628	0.540
86	24327.694	1682.561	0.540
87	25703.145	1916.466	0.540
88	26004.495	1797.904	0.540
89	23437.341	1654.676	0.540
90	25107.505	1788.026	0.540
91	23949.133	1638.628	0.540
92	24467.193	1581.382	0.540
93	23964.505	1942.320	0.540
94	24670.078	1956.681	0.540
95	24986.059	2058.269	0.540
96	26276.364	1890.271	0.540
97	25665.681	1684.418	0.540
98	26599.566	2058.208	0.540
99	24910.948	1770.833	0.540
1	30586.683	2575.924	0.550
2	28652.097	2654.965	0.550
3	28937.561	2304.544	0.550
4	26793.649	2710.997	0.550
5	27145.235	2330.748	0.550
6	28796.132	3033.301	0.550
7	27817.615	2326.562	0.550
8	29411.325	3084.929	0.550
9	27578.852	2318.559	0.550
10	25450.050	2115.569	0.550
11	27046.463	2087.241	0.550
12	26662.696	2426.168	0.550
13	26909.328	2186.798	0.550
14	28239.324	2238.695	0.550
15	26547.670	2005.060	0.550
16	28277.727	2099.124	0.550
17	23961.167	1903.508	0.550
18	26089.969	2059.707	0.550
19	22356.642	1655.211	0.550
20	23916.860	1652.363	0.550
21	22211.725	1678.524	0.550
22	23834.327	1746.355	0.550
23	24988.718	2275.618	0.550
24	26260.496	2162.112	0.550
25	28826.894	2738.988	0.550
26	26722.638	2060.030	0.550
27	28317.046	2435.503	0.550
28	29126.653	2258.891	0.550
29	27219.688	2174.326	0.550
30	29077.246	2035.580	0.550
31	25092.993	2200.493	0.550
32	25904.833	1875.686	0.550
33	22877.169	1630.020	0.550
34	24353.917	1694.073	0.550
35	23804.740	2125.052	0.550
36	24624.837	1987.156	0.550
37	27519.430	2334.837	0.550
38	26482.011	2152.115	0.550
39	29242.232	2733.820	0.550
40	26944.474	2113.076	0.550
41	29887.426	2488.909	0.550
42	30443.567	2545.017	0.550
43	26525.886	2204.500	0.550
44	31548.877	2648.154	0.550
45	31842.927	2779.711	0.550
46	26951.692	2215.292	0.550
47	24094.441	2164.747	0.550
48	23547.119	1716.760	0.550
49	24691.715	2439.676	0.550
50	24181.319	2274.645	0.550
51	24562.833	2313.943	0.550
52	26607.359	2765.083	0.550
53	26768.169	2290.344	0.550
54	28660.865	2733.855	0.550
55	25971.041	1855.272	0.550
56	24744.831	1719.551	0.550
57	26114.833	1778.488	0.550
58	26615.667	1903.836	0.550
59	25878.353	2370.845	0.550
60	24895.452	2045.425	0.550
61	21561.135	1532.835	0.550
62	23299.467	1587.652	0.550
63	24778.717	2008.939	0.550
64	24013.471	1582.437	0.550
65	23397.064	1616.404	0.550
66	25015.715	1691.112	0.550
67	26644.254	2140.666	0.550
68	26738.001	2256.203	0.550
69	24940.393	2254.538	0.550
70	27069.195	2458.428	0.550
71	29019.535	2734.883	0.550
72	24279.377	1917.093	0.550
73	25564.972	2366.239	0.550
74	24785.577	1969.190	0.550
75	22799.592	1743.250	0.550
76	24293.358	1744.611	0.550
77	22578.576	1642.968	0.550
78	24707.378	1794.221	0.550
79	24072.930	1747.098	0.550
80	25695.670	2055.122	0.550
81	25385.953	1981.665	0.550
82	27087.247	2250.974	0.550
83	24954.014	2116.699	0.550
84	26137.933	1770.722	0.550
85	24235.924	1649.962	0.550
86	24778.207	1645.984	0.550
87	26179.129	1874.803	0.550
88	26486.060	1758.820	0.550
89	23871.366	1618.704	0.550
90	25572.459	1749.156	0.550
91	24392.635	1603.006	0.550
92	24920.289	1547.004	0.550
93	24408.292	1900.096	0.550
94	25126.932	1914.145	0.550
95	25448.764	2013.524	0.550
96	26762.964	1849.178	0.550
97	26140.972	1647.800	0.550
98	27092.150	2013.464	0.550
99	25372.262	1732.337	0.550
1	31142.804	2518.681	0.560
2	29173.045	2595.966	0.560
3	29463.699	2253.331	0.560
4	27280.807	2650.752	0.560
5	27638.785	2278.954	0.560
6	29319.698	2965.895	0.560
7	28323.390	2274.861	0.560
8	29946.076	3016.375	0.560
9	28080.286	2267.036	0.560
10	25912.778	2068.556	0.560
11	27538.217	2040.858	0.560
12	27147.473	2372.253	0.560
13	27398.589	2138.203	0.560
14	28752.766	2188.946	0.560
15	27030.355	1960.503	0.560
16	28791.868	2052.477	0.560
17	24396.825	1861.208	0.560
18	26564.332	2013.936	0.560
19	22763.127	1618.429	0.560
20	24351.712	1615.644	0.560
21	22615.574	1641.223	0.560
22	24267.678	1707.547	0.560
23	25443.059	2225.049	0.560
24	26737.960	2114.065	0.560
25	29351.020	2678.122	0.560
26	27208.504	2014.252	0.560
27	28831.901	2381.380	0.560
28	29656.229	2208.693	0.560
29	27714.591	2126.008	0.560
30	29605.923	1990.345	0.560
31	25549.229	2151.594	0.560
32	26375.830	1834.005	0.560
33	23293.118	1593.797	0.560
34	24796.715	1656.427	0.560
35	24237.554	2077.828	0.560
36	25072.562	1942.997	0.560
37	28019.783	2282.952	0.560
38	26963.502	2104.290	0.560
39	29773.909	2673.069	0.560
40	27434.374	2066.119	0.560
41	30430.834	2433.600	0.560
42	30997.087	2488.461	0.560
43	27008.174	2155.511	0.560
44	32122.493	2589.306	0.560
45	32421.889	2717.940	0.560
46	27441.723	2166.063	0.560
47	24532.521	2116.642	0.560
48	23975.248	1678.610	0.560
49	25140.655	2385.461	0.560
50	24620.979	2224.097	0.560
51	25009.430	2262.522	0.560
52	27091.129	2703.637	0.560
53	27254.863	2239.448	0.560
54	29181.972	2673.103	0.560
55	26443.242	1814.044	0.560
56	25194.737	1681.339	0.560
57	26589.648	1738.966	0.560
58	27099.588	1861.529	0.560
59	26348.869	2318.160	0.560
60	25348.096	1999.971	0.560
61	21953.156	1498.772	0.560
62	23723.094	1552.371	0.560
63	25229.239	1964.295	0.560
64	24450.080	1547.272	0.560
65	23822.465	1580.484	0.560
66	25470.546	1653.532	0.560
67	27128.695	2093.095	0.560
68	27224.146	2206.065	0.560
69	25393.855	2204.437	0.560
70	27561.362	2403.796	0.560
71	29547.163	2674.108	0.560
72	24720.820	1874.491	0.560
73	26029.790	2313.656	0.560
74	25236.223	1925.430	0.560
75	23214.131	1704.511	0.560
76	24735.055	1705.842	0.560
77	22989.095	1606.457	0.560
78	25156.603	1754.350	0.560
79	24510.619	1708.274	0.560
80	26162.864	2009.452	0.560
81	25847.515	1937.628	0.560
82	27579.742	2200.953	0.560
83	25407.724	2069.661	0.560
84	26613.168	1731.373	0.560
85	24676.578	1613.296	0.560
86	25228.720	1609.406	0.560
87	26655.113	1833.141	0.560
88	26967.625	1719.735	0.560
89	24305.391	1582.733	0.560
90	26037.413	1710.286	0.560
91	24836.138	1567.384	0.560
92	25373.385	1512.626	0.560
93	24852.080	1857.871	0.560
94	25583.785	1871.608	0.560
95	25911.468	1968.779	0.560
96	27249.563	1808.086	0.560
97	26616.262	1611.182	0.560
98	27584.735	1968.721	0.560
99	25833.576	1693.840	0.560
1	31698.926	2461.438	0.570
2	29693.992	2536.967	0.570
3	29989.836	2202.119	0.570
4	27767.964	2590.508	0.570
5	28132.335	2227.159	0.570
6	29843.264	2898.488	0.570
7	28829.165	2223.160	0.570
8	30480.828	2947.821	0.570
9	28581.719	2215.512	0.570
10	26375.506	2021.543	0.570
11	28029.971	1994.475	0.570
12	27632.249	2318.338	0.570
13	27887.849	2089.607	0.570
14	29266.209	2139.197	0.570
15	27513.040	1915.947	0.570
16	29306.008	2005.829	0.570
17	24832.482	1818.908	0.570
18	27038.695	1968.164	0.570
19	23169.611	1581.646	0.570
20	24786.564	1578.924	0.570
21	23019.424	1603.922	0.570
22	24701.030	1668.739	0.570
23	25897.399	2174.479	0.570
24	27215.424	2066.018	0.570
25	29875.145	2617.255	0.570
26	27694.370	1968.473	0.570
27	29346.756	2327.258	0.570
28	30185.804	2158.496	0.570
29	28209.495	2077.689	0.570
30	30134.601	1945.110	0.570
31	26005.465	2102.694	0.570
32	26846.827	1792.323	0.570
33	23709.066	1557.575	0.570
34	25239.514	1618.780	0.570
35	24670.367	2030.605	0.570
36	25520.286	1898.838	0.570
37	28520.136	2231.067	0.570
38	27444.993	2056.465	0.570
39	30305.586	2612.317	0.570
40	27924.273	2019.162	0.570
41	30974.241	2378.291	0.570
42	31550.606	2431.905	0.570
43	27490.463	2106.522	0.570
44	32696.109	2530.458	0.570
45	33000.852	2656.168	0.570
46	27931.754	2116.834	0.570
47	24970.602	2068.536	0.570
48	24403.378	1640.460	0.570
49	25589.596	2331.246	0.570
50	25060.640	2173.550	0.570
51	25456.027	2211.101	0.570
52	27574.900	2642.190	0.570
53	27741.557	2188.551	0.570
54	29703.078	2612.351	0.570
55	26915.443	1772.816	0.570
56	25644.643	1643.127	0.570
57	27064.463	1699.445	0.570
58	27583.509	1819.221	0.570
59	26819.384	2265.474	0.570
60	25800.741	1954.517	0.570
61	22345.176	1464.709	0.570
62	24146.721	1517.090	0.570
63	25679.761	1919.652	0.570
64	24886.688	1512.107	0.570
65	24247.866	1544.564	0.570
66	25925.377	1615.952	0.570
67	27613.136	2045.525	0.570
68	27710.292	2155.928	0.570
69	25847.316	2154.336	0.570
70	28053.529	2349.164	0.570
71	30074.791	2613.333	0.570
72	25162.263	1831.889	0.570
73	26494.608	2261.073	0.570
74	25686.870	1881.670	0.570
75	23628.669	1665.772	0.570
76	25176.752	1667.073	0.570
77	23399.615	1569.947	0.570
78	25605.828	1714.478	0.570
79	24948.309	1669.449	0.570
80	26630.058	1963.783	0.570
81	26309.078	1893.591	0.570
82	28072.238	2150.931	0.570
83	25861.433	2022.623	0.570
84	27088.403	1692.024	0.570
85	25117.231	1576.630	0.570
86	25679.233	1572.829	0.570
87	27131.097	1791.479	0.570
88	27449.189	1680.650	0.570
89	24739.415	1546.762	0.570
90	26502.366	1671.416	0.570
91	25279.640	1531.761	0.570
92	25826.481	1478.248	0.570
93	25295.867	1815.647	0.570
94	26040.638	1829.071	0.570
95	26374.173	1924.034	0.570
96	27736.162	1766.993	0.570
97	27091.553	1574.565	0.570
98	28077.319	1923.977	0.570
99	26294.890	1655.344	0.570
1	32255.047	2404.195	0.580
2	30214.939	2477.968	0.580
3	30515.974	2150.907	0.580
4	28255.121	2530.264	0.580
5	28625.884	2175.365	0.580
6	30366.830	2831.081	0.580
7	29334.940	2171.458	0.580
8	31015.579	2879.267	0.580
9	29083.153	2163.989	0.580
10	26838.235	1974.531	0.580
11	28521.725	1948.092	0.580
12	28117.025	2264.423	0.580
13	28377.110	2041.012	0.580
14	29779.651	2089.448	0.580
15	27995.724	1871.390	0.580
16	29820.149	1959.182	0.580
17	25268.140	1776.607	0.580
18	27513.058	1922.393	0.580
19	23576.095	1544.864	0.580
20	25221.416	1542.205	0.580
21	23423.273	1566.622	0.580
22	25134.381	1629.931	0.580
23	26351.739	2123.910	0.580
24	27692.887	2017.971	0.580
25	30399.270	2556.389	0.580
26	28180.236	1922.695	0.580
27	29861.612	2273.136	0.580
28	30715.380	2108.298	0.580
29	28704.398	2029.371	0.580
30	30663.278	1899.875	0.580
31	26461.701	2053.794	0.580
32	27317.824	1750.641	0.580
33	24125.015	1521.352	0.580
34	25682.312	1581.134	0.580
35	25103.181	1983.381	0.580
36	25968.010	1854.679	0.580
37	29020.490	2179.182	0.580
38	27926.484	2008.641	0.580
39	30837.263	2551.566	0.580
40	28414.173	1972.205	0.580
41	31517.649	2322.982	0.580
42	32104.126	2375.349	0.580
43	27972.752	2057.533	0.580
44	33269.725	2471.610	0.580
45	33579.814	2594.397	0.580
46	28421.785	2067.606	0.580
47	25408.683	2020.431	0.580
48	24831.507	1602.309	0.580
49	26038.536	2277.031	0.580
50	25500.300	2123.002	0.580
51	25902.624	2159.681	0.580
52	28058.670	2580.744	0.580
53	28228.251	2137.655	0.580
54	30224.185	2551.598	0.580
55	27387.643	1731.587	0.580
56	26094.549	1604.914	0.580
57	27539.278	1659.923	0.580
58	28067.430	1776.914	0.580
59	27289.900	2212.789	0.580
60	26253.385	1909.063	0.580
61	22737.197	1430.646	0.580
62	24570.347	1481.809	0.580
63	26130.283	1875.009	0.580
64	25323.297	1476.941	0.580
65	24673.267	1508.644	0.580
66	26380.208	1578.372	0.580
67	28097.577	1997.955	0.580
68	28196.437	2105.790	0.580
69	26300.778	2104.235	0.580
70	28545.696	2294.533	0.580
71	30602.419	2552.557	0.580
72	25603.707	1789.287	0.580
73	26959.425	2208.490	0.580
74	26137.517	1837.910	0.580
75	24043.207	1627.033	0.580
76	25618.450	1628.304	0.580
77	23810.135	1533.436	0.580
78	26055.053	1674.607	0.580
79	25385.998	1630.625	0.580
80	27097.252	1918.114	0.580
81	26770.641	1849.554	0.580
82	28564.733	2100.909	0.580
83	26315.142	1975.585	0.580
84	27563.639	1652.674	0.580
85	25557.884	1539.965	0.580
86	26129.746	1536.252	0.580
87	27607.082	1749.816	0.580
88	27930.754	1641.565	0.580
89	25173.440	1510.791	0.580
90	26967.320	1632.545	0.580
91	25723.143	1496.139	0.580
92	26279.577	1443.870	0.580
93	25739.654	1773.423	0.580
94	26497.492	1786.535	0.580
95	26836.878	1879.289	0.580
96	28222.762	1725.900	0.580
97	27566.843	1537.947	0.580
98	28569.904	1879.233	0.580
99	26756.204	1616.848	0.580
1	32811.169	2346.953	0.590
2	30735.886	2418.968	0.590
3	31042.111	2099.695	0.590
4	28742.278	2470.019	0.590
5	29119.434	2123.570	0.590
6	30890.396	2763.674	0.590
7	29840.714	2119.757	0.590
8	31550.330	2810.713	0.590
9	29584.587	2112.465	0.590
10	27300.963	1927.518	0.590
11	29013.479	1901.708	0.590
12	28601.802	2210.509	0.590
13	28866.370	1992.416	0.590
14	30293.093	2039.699	0.590
15	28478.409	1826.833	0.590
16	30334.289	1912.535	0.590
17	25703.797	1734.307	0.590
18	27987.421	1876.622	0.590
19	23982.580	1508.082	0.590
20	25656.268	1505.486	0.590
21	23827.123	1529.321	0.590
22	25567.733	1591.123	0.590
23	26806.080	2073.341	0.590
24	28170.351	1969.924	0.590
25	30923.396	2495.522	0.590
26	28666.102	1876.916	0.590
27	30376.467	2219.014	0.590
28	31244.955	2058.100	0.590
29	29199.301	1981.053	0.590
30	31191.955	1854.640	0.590
31	26917.938	2004.894	0.590
32	27788.821	1708.959	0.590
33	24540.963	1485.129	0.590
34	26125.111	1543.488	0.590
35	25535.994	1936.158	0.590
36	26415.735	1810.520	0.590
37	29520.843	2127.296	0.590
38	28407.975	1960.816	0.590
39	31368.940	2490.814	0.590
40	28904.072	1925.247	0.590
41	32061.057	2267.673	0.590
42	32657.645	2318.793	0.590
43	28455.041	2008.544	0.590
44	33843.341	2412.762	0.590
45	34158.776	2532.626	0.590
46	28911.816	2018.377	0.590
47	25846.764	1972.325	0.590
48	25259.637	1564.159	0.590
49	26487.476	2222.816	0.590
50	25939.960	2072.454	0.590
51	26349.221	2108.260	0.590
52	28542.440	2519.298	0.590
53	28714.945	2086.758	0.590
54	30745.292	2490.846	0.590
55	27859.844	1690.359	0.590
56	26544.455	1566.702	0.590
57	28014.093	1620.401	0.590
58	28551.351	1734.607	0.590
59	27760.415	2160.103	0.590
60	26706.030	1863.609	0.590
61	23129.217	1396.583	0.590
62	24993.974	1446.528	0.590
63	26580.805	1830.366	0.590
64	25759.905	1441.776	0.590
65	25098.668	1472.724	0.590
66	26835.039	1540.791	0.590
67	28582.018	1950.384	0.590
68	28682.583	2055.652	0.590
69	26754.240	2054.134	0.590
70	29037.864	2239.901	0.590
71	31130.047	2491.782	0.590
72	26045.150	1746.685	0.590
73	27424.243	2155.907	0.590
74	26588.164	1794.151	0.590
